SchoolName,DataID
THE HAGUE PRIMARY SCHOOL,OOLTCAPD0O
THE PINELANDS PRIMARY SCHOOL,5AYCJUNYYX
THE SETTLERS HIGH SCHOOL,9C28PN6P4L
THE VALLEY PRIMÊRE SKOOL,EYLGAPB59W
THEMBALETHU SECONDARY SCHOOL,MEBYVXWVC1
THEMBALETU PRIMARY SCHOOL,FUXRC5G04O
THEMBANI PRIMARY SCHOOL,W0LWMBCQHS
THEMBELIHLE HIGH SCHOOL,QMQPNRFP96
THEMBELITSHA PRIMARY SCHOOL,WZU3UXN94C
THOMAS WILDSCHUTT JUNIOR PRIMARY SCHOOL,IHZFMUGXFB
THOMAS WILDSCHUTT PRIMARY SCHOOL,MFX911PF41
THORNTON PRIMARY SCHOOL,Y2CWTQABMK
THORNTONWEG PRIMARY SCHOOL,I4V3806WMO
TIMOUR HALL PRIMARY SCHOOL,MV1ZRVGJL6
TOTIUS PRIMÊRE SKOOL,4EZWK0JM05
TOUWSRANTEN VGK PRIMÊRE SKOOL,08AMQCM0NK
TOUWSRIVIER LAERSKOOL,Z2X9PUI8X6
TOWERKOP PRIMÊRE SKOOL,12B7GILJTI
TRAFALGAR SECONDARY SCHOOL,MRILTX0PW5
TRAWAL PRIMÊRE SKOOL,9JMF6I2YBK
TREVOR MANUEL PRIMARY SCHOOL,RCILTLCG75
TULBAGH HOËRSKOOL,QJ9GWIOWZN
TURFHALL PRIMARY SCHOOL,M2KT4U2YGD
TUSCANY GLEN PRIMARY SCHOOL,XGZJHLFOP2
TUSCANY GLEN SECONDARY SCHOOL,IH6UIAEV1P
TWEE JONGE GEZELLEN VGK PRIMÊRE SKOOL,32A754RGIJ
TYGERBERG HOËRSKOOL,JNP44I88JX
TYGERBERG HOSPITAALSKOOL,U57Z1GOKBH
TYGERBERG STEM ACADEMY,QGF1ZRGKAT
TYGERHOF PRIMARY SCHOOL,988UVP2FRE
TYGERSIG PRIMÊRE SKOOL,AXXIJ16H05
TYHOLORA PRIMARY SCHOOL,X2012P043G
UITKYK LAERSKOOL,RPRWOK03CE
UITKYK PRIMÊRE SKOOL,RDU7UA470L
UITNOOD NGK PRIMÊRE SKOOL,K8JOAA2NSA
UITSIG PRIMÊRE SKOOL,7HOZ5BHDSU
UITVLUG VGK PRIMÊRE SKOOL,HD8K2G5SHY
UKHANYO PRIMARY SCHOOL,AJZEX56D86
UMMANGALISO PRIMARY SCHOOL,AR51DSOHFE
UMNQOPHISO PRIMARY SCHOOL,ZCUZ2QBYGF
UMTHAWELANGA PRIMARY SCHOOL,6CY5QRX0YJ
UMYEZO WAMA APILE HIGH SCHOOL,O8CJFWO5A4
UMYEZO WAMA APILE PRIMARY SCHOOL,05P9FWT5MA
UNIONDALE HOËRSKOOL,1106EIJKBH
USASAZO SECONDARY SCHOOL,YT48FGY3RI
UXOLO HIGH SCHOOL,FISQW75E3G
VAATJIE MOR PRIMÊRE SKOOL,X7JEKCVAZR
VALHALLA PRIMARY SCHOOL,WUKBRCQQD1
VALHALLA SEKONDÊRE SKOOL,AT6EF24QC1
VALPARK PRIMÊRE SKOOL,R9UU0XYDDH
VAN DER HOVEN LAERSKOOL,G8YZ5MCZ7S
VAN KERVEL SPESIALE SKOOL,UWWOKHBMIJ
VAN REEDE LAERSKOOL,CQPDF3ENWA
VAN RIEBEECKSTRAND LAERSKOOL,DAERS7IBCG
VAN WYKSDORP PRIMÊRE SKOOL,87V8MS5SHA
VAN WYKSVLEI PRIMARY SCHOOL,0TG2O68CWK
VANGUARD PRIMARY SCHOOL,TO8AKSNBC0
VANRHYNSDORP HOËRSKOOL,L176MTZPXI
VELDDRIF HOËRSKOOL,GCX1AOH4RF
VERA-SCHOOL,X5M1KUVWTX
VERGENOEG RK PRIMÊRE SKOOL,7EZ4MV7V2R
VERGENOEGD PRIMARY SCHOOL,A3N1LV26DO
VERGESIG PRIMÊRE SKOOL,3P1Y5BYP61
VICTORIAPARK PRIMARY SCHOOL,Z1EPIPAGHF
VILLIERSDORP SEKONDÊR,V9JEX0ICA3
VINKRIVIER PRIMÊRE SKOOL,OALJDSFTY2
VISSERSHOK PRIMÊRE SKOOL,HJVTHCM5QZ
VISTA HIGH SCHOOL,ZVZ0ADC9EA
VISTA NOVA-SCHOOL,X3RY502UU9
VLAKTEPLAAS UCC PRIMÊRE SKOOL,BJET7QPPM4
VLEIPLAAS NGK PRIMÊRE SKOOL,0QZVGWIQ86
VLOTTENBURG PRIMÊRE SKOOL,U3AO5KHR8D
VOLMOED PRIMÊRE SKOOL,N0EQTYLSYH
VOLSCHENK LAERSKOOL,JTOT3JX1E3
VONDELING NAK PRIMÊRE SKOOL,F20LSQUZR9
VOORBEDAG PRIMÊRE SKOOL,V6QVXSPQ76
VOORBRUG SEKONDÊR,QT4FZVVR1S
VOORSORG NGK PRIMÊRE SKOOL,X6XKK8DP6Y
VOORSPOED PRIMARY SCHOOL,H69VOPXEHY
VOORTREKKER HOËRSKOOL,41J95VD8OV
VOORUITSIG PRIMÊRE SKOOL,2BBDLO2LOU
VOORWAARTS PRIMÊRE SKOOL,JLI1HZWM1W
VORENTOE LAERSKOOL,8SDIDDXUA6
VORENTOE PRIMARY SCHOOL,0ITAUJ6QB1
VREDEKLOOF PRIMARY,5NJVH8AIBC
VREDELUST PRIMARY SCHOOL,RMHL15O23V
VREDENBURG HOËRSKOOL,ZFUQOT2ZRU
VREDENBURG LAERSKOOL,7NEQKKG31P
VREDENDAL HOËRSKOOL,ZOHR4YKDBW
VREDENDAL LAERSKOOL,KYX3BE7N2W
VREDENDAL SEKONDÊR,2LNE5S8AME
VREDENDAL-NOORD PRIMÊRE SKOOL,509G50KTEC
VRIJZEE VOORBEREIDINGSKOOL,XRX66KRWHP
VRT PITT PRIMARY SCHOOL,0OHPVNVUGV
VUKANI PRIMARY SCHOOL,K2KBTJMZ50
VUKUKHANYE PRIMARY SCHOOL,W1HQXS7WOU
VUSELELA PRIMARY SCHOOL,AP3VZAWU8W
VUSISIZWE SECONDARY SCHOOL,HZLXMLG87G
VUYANI PRIMARY SCHOOL,Q0GJ8B89PC
VUYISEKA SECONDARY SCHOOL,FD23L6F7AC
VUZAMANZI PUBLIC PRIMARY SCHOOL,IHDV931HMT
W.A. JOUBERT PRIMÊRE SKOOL,72UYSNJQFX
W.A. ROSSOUW PRIMÊRE SKOOL,28RFAE5O4N
W.D. HENDRICKS PRIMARY SCHOOL,3S3XMLAAAC
W.F. LOOTS PRIMARY SCHOOL,KBZ8KUOMFM
W.J. LE ROUX LB PRIMÊRE SKOOL,DOMTRD9JFG
WABOOMSHEUWEL NGK PRIMÊRE SKOOL,MZ9DQE1AMJ
WABOOMSKRAAL VGK PRIMÊRE SKOOL,5MIQ8E5YQA
WAGENHUISKRANTZ PRIMÊRE SKOOL,1VOTMU11TL
WAGENMAKERSVALLEI NGK PRIMÊRE SKOOL,WBSYYNHMZT
WAKKERSTROOM-OOS NGK PRIMÊRE SKOOL,X3H68A9ANQ
WAKKERSTROOM-WES PRIMÊRE SKOOL,MFKWHFWW8M
WALLACEDENE PRIMARY SCHOOL,MTZU1XBGBH
WALLACEDENE SECONDARY SCHOOL,NKZKB7UXYN
WALMER ESTATE PRIMARY SCHOOL,PPB85XIQGA
WALMER SECONDARY SCHOOL,M7FOFQWLL2
WALTER TEKA PUBLIC PRIMARY SCHOOL,Q7ULOH43PD
WANGANELLA NGK PRIMÊRE SKOOL,H6YNT4ENAY
WARDIA VGK PRIMÊRE SKOOL,O31DRIR8US
WASHINGTON DRIVE HIGH SCHOOL,BNRFTW4UHT
WASHINGTON DRIVE PRIMARY SCHOOL,RZQP8A1YU6
WATSONIA PRIMARY SCHOOL,U35H62W590
WAVECREST PRIMARY SCHOOL,BNPY5ZC5Y1
WEBER GEDENK NGK PRIMÊRE SKOOL,QC28MGCQS5
WEBNERSTRAAT PRIMÊRE SKOOL,Q36DO5VPUR
WELCOME PRIMARY SCHOOL,Y5YXKASECG
WELGEMEEND NGK PRIMÊRE SKOOL,X55EF6XYZR
WELGEMOED NGK PRIMÊRE SKOOL,AFAXMJHCVM
WELGEMOED PRIMARY SCHOOL,SB2F9M7PF4
WELLINGTON PRIMARY SCHOOL,ADU88JME6N
WELLINGTON SCHOOL OF SKILLS,VUQITUWNPP
WELLINGTON SECONDARY SCHOOL,SMTSHXAWOD
WELTEVREDE NGK PRIMÊRE SKOOL (ROBERTSON),MMAGL48AI2
WELTEVREDE NGK PRIMÊRE SKOOL (WORCESTER),VD6T78GCQ2
WELTEVREDE SEKONDÊR,3N8VP1QPR2
WELTEVREDE VGK PRIMÊRE SKOOL (BARRYDALE),BDZ45PJ8YT
WELTEVREDEN NGK PRIMÊRE SKOOL,J50J7EPWTO
WELTEVREDEN VALLEY CORE PRIMARY SCHOOL,MO1XA51OWX
WELVAART NGK PRIMÊRE SKOOL,B4ELK4TG3U
WELVILLE EK PRIMÊRE SKOOL,VHL7PTBENP
WELWITSCIHA PRIMARY SCHOOL,AZUAPF3ZQ9
WEMMERSHOEK PRIMÊRE SKOOL,6427CUIMZH
WES-EIND PRIMÊRE SKOOL,OFF0YZ863V
WESBANK LAERSKOOL,BR64RGO6ZK
WESBANK SEKONDÊR,JV8OEKNH7B
WESFLEUR PRIMÊRE SKOOL,1DNGINKRAY
WESKUS SPESIALE SKOOL,QIY1BHCGKR
WESLEY METHODIST PRACTISING SCHOOL,FEZPAPYNPW
WESPOORT PRIMARY SCHOOL,8282T7DSLE
WEST BANK HIGH SCHOOL,88QJOOZ4YC
WEST BANK NO.1 PRIMARY SCHOOL,0QPKH2Z04F
WEST END PRIMARY SCHOOL,BMZQ1P0YNJ
WEST RIDING PRIMARY SCHOOL,264LTM0LW7
WESTCLIFF SPESIALE SKOOL,BPWHD1RLUC
WESTCOTT PRIMARY SCHOOL,92SGB6SVVI
WESTERFORD HIGH SCHOOL,MV2GFZ44E9
WESTERN CAPE SPORT SCHOOL,IMW3YACCHO
WESTLAKE PRIMARY SCHOOL,V4UQ6UILNP
WESTON SEKONDÊR,0QUUUUCULK
WESTRIDGE SECONDARY SCHOOL,4VOXB7AO0G
WESTVILLE PRIMARY SCHOOL,66DZ7QROGV
WILLEM BUCHHOLZ NGK PRIMÊRE SKOOL,QPDLY3DJ9K
WILLIAM LLOYD PRIMARY SCHOOL,LEEHGD90KT
WILLOWS PRIMARY SCHOOL,PT7HZY1XU7
WINDERMERE PRIMARY SCHOOL,2IHGT9LK5S
WINDERMERE SEKONDÊR,G4Z0TS3GE9
WINDMEUL PRIMÊRE SKOOL,3IDXFJ4PTA
WINDSOR HIGH SCHOOL,O62NDT0LZL
WINDSOR PREPARATORY,5V213WVRHG
WINELANDS PRIMARY,O8C2HRKGG4
WINGFIELD PRIMARY SCHOOL,NQPCU6Q5HQ
WINSLEY PRIMÊRE SKOOL,8376BHB9VT
WITSAND PRIMARY SCHOOL,MDWLSQ9RB4
WITTEBOME HIGH SCHOOL,V0CC64SG11
WITTEDRIF PRIMÊRE SKOOL,1682AE0ONL
WITTEDRIFT HOËRSKOOL,44J0IRO84Y
WITZENBERG PRIMÊRE SKOOL,98H7LMQKJY
WOLRAAD WOLTEMADE PRIMARY SCHOOL,549SSCJ76N
WOLSELEY LAERSKOOL,OU639IIBHG
WOLSELEY SEKONDÊR,AAIGZUO6JG
WOODBRIDGE PRIMARY SCHOOL,WA32KBTP44
WOODLANDS PRIMARY SCHOOL,10RHKDAVWO
WOODLANDS SECONDARY SCHOOL,8PRC3W9W4J
WOODVILLE PRIMARY SCHOOL,GWMKW2120Z
WORCESTER GIMNASIUM,IKB8D4LNZU
WORCESTER LAERSKOOL,179RK32T6W
WORCESTER MOSLEM PRIMÊR,RCJYPSSE2S
WORCESTER NGK OEFEN PRIMÊRE SKOOL,JM03M0U8J8
WORCESTER RK PRIMARY SCHOOL,K6J9BN36HK
WORCESTER SEKONDÊR,Q24MSGTRJ8
WORCESTER-NOORD PRIMÊRE SKOOL,PY6HJ67X82
WORCESTER-OOS LAERSKOOL,YG2YBUKBU5
WUPPERTHAL MOR PRIMÊRE SKOOL,TUFLXE9GYX
WYNBERG BOYS' HIGH SCHOOL,5QRZMRNTVA
WYNBERG BOYS' JUNIOR,KYBKP5Q7DP
WYNBERG GIRLS' HIGH SCHOOL,C7Q2Q1SO4E
WYNBERG GIRLS' JUNIOR SCHOOL,GWSHN60DOU
WYNBERG HIGH SCHOOL,8H6TWPIQ8T
WYSERSDRIFT PRIMÊRE SKOOL,O2A0R71CDF
XOLANI PRIMARY SCHOOL,817PXZ0FS9
YELLOWWOOD PRIMARY SCHOOL,G186CRWE0L
YOMELELA PRIMARY SCHOOL,4OBK3ULMPO
YORK HIGH SCHOOL,P1Y7ZRNJ3J
YORK ROAD PRIMARY SCHOOL,NCWWQ4EBSW
YSTERPLAAT JUNIOR PRIMARY SCHOOL,G3IQ1YEZEB
YSTERPLAAT PRIMARY SCHOOL,CRLV33ARGE
ZANDVLIET HOËRSKOOL,QJ1E4CLZOG
ZANEMFUNDO PRIMARY SCHOOL,Y73OQL0R79
ZEEKOEGAT VGK PRIMÊRE SKOOL,JFMHI52Q71
ZEEKOEVLEI PRIMARY SCHOOL,22GGHELUTI
ZEEKOEVLEI SECONDARY SCHOOL,04M0NNQJPG
ZERILDA PARK PRIMARY SCHOOL,X4AWSNN1LK
ZIMASA PRIMARY SCHOOL,O1MWT6MZTT
ZISUKHANYO SECONDARY SCHOOL,20I4U1CIVP
ZOAR EK PRIMÊRE SKOOL,M5UL8F0Y64
ZOAR R.P. BOTHA VGK PRIMÊRE SKOOL,9HU31WXO24
ZOLA SENIOR SECONDARY SCHOOL,W3BYAWZMR8
ZONNEBLOEM BOYS PRIMARY SCHOOL,2LRBSOCPMB
ZONNEBLOEM GIRLS PRAC. SCHOOL,SUL1WGQZHF
ZONNEBLOEM NEST SENIOR SCHOOL,WARTXWSXBK
ZWAANSWYK ACADEMY/AKADEMIE,BWXRYS52XT
ZWAANSWYK HIGH SCHOOL,RHGJBQVKF5
ZWARTBERG HOËRSKOOL,O03M6HOL44
ZWELETHEMBA HIGH SCHOOL,V5SNCSP6ZX
ZWELIHLE PRIMARY SCHOOL,933OLESYYK
